id,Proposal_no,user_id,Moef_file_no,Proposal_Name,category,user_agency_name,area_applied,date_from_ua_to_nodal,State_Name,proposal_status,date_of_recomm,user_id1
889,FP/AP/OTHERS/2/2020,33259,NA,"Preliminary exploration for Iron Ore in Veldurthy Block of Cuddapah Supergroup, Kurnool District, Andhra Pradesh",Mining,GEOLOGICAL SURVEY OF INDIA,30,5-Apr-20,Andhra Pradesh,Under Examination,,33259
877,FP/AP/OTHERS/1/2020,107047,NA,KAPPATRALLA,Mining,ATOMIC MINERALS DIRECTORATE FOR EXPLORATION AND RESEARCH SCR HYDERABAD,468.25,6-Mar-20,Andhra Pradesh,Under Examination,,107047
719,FP/AP/OTHERS/12/2018,33259,NA,"General exploration for iron ore around Obulapuram (Block 2), Ananthapur district, Andhra Pradesh.",Mining,GEOLOGICAL SURVEY OF INDIA,95.55,30-Jan-20,Andhra Pradesh,Pending at DFO/DCF,,33259
721,FP/AP/OTHERS/14/2018,33259,NA,"General exploration for iron ore around Obulapuram (Block3), Ananthapur district, Andhra Pradesh",Mining,GEOLOGICAL SURVEY OF INDIA,294.84,30-Jan-20,Andhra Pradesh,Pending at DFO/DCF,,33259
770,FP/AP/OTHERS/18/2018,33259,NA,"General exploration for iron ore around Obulapuram (Block 1), Ananthapur district, Andhra Pradesh.",Mining,GEOLOGICAL SURVEY OF INDIA,42.33,30-Jan-20,Andhra Pradesh,Pending at DFO/DCF,,33259
564,FP/AP/MRL/7/2017,59925,NA,MANCHIRY RF IRON ORE DEPOSIT,Mining,MS AP MINERAL DEVELOPEMNT CORPORATION LTD,17.77,5-Nov-18,Andhra Pradesh,PENDING WITH-SG,23-Jan-20,59925
704,FP/AP/OTHERS/10/2018,68966,NA,"The proposed area fall under compartment Nos 113, 114,115, 116 &117 of Betam Cherla Section, Ghnai Reserve Forest",Mining,GREENKO ENERGIES PRIVATE LIMITED,0.32,26-Oct-18,Andhra Pradesh,Pending at DFO/DCF,,68966
729,FP/AP/MRL/16/2018,33259,NA,"General Exploration For Manganese Ore in Yenubaruva block, Vizianagaram District, Andhra Pradesh.",Mining,GEOLOGICAL SURVEY OF INDIA,64,16-Oct-18,Andhra Pradesh,Under Examination,,33259
693,FP/AP/MRL/9/2018,33259,NA,"Nadigadda block of Chittoor &Cuddapah districts, Andhra Pradesh",Mining,GEOLOGICAL SURVEY OF INDIA,4185,5-Jul-18,Andhra Pradesh,Draft,,33259
692,FP/AP/MRL/8/2018,33259,NA,Yenubaruva Block,Mining,GEOLOGICAL SURVEY OF INDIA,64,5-Jul-18,Andhra Pradesh,Under Examination,,33259
674,FP/AP/MRL/7/2018,33259,NA,"Tapasikonda,Sittapalli block",Mining,GEOLOGICAL SURVEY OF INDIA,3863,25-May-18,Andhra Pradesh,Draft,,33259
672,FP/AP/MRL/6/2018,33259,NA,"Kondamasuru Block, Srikakulam and Visakhapatnam Districts, Andhra Pradesh",Mining,GEOLOGICAL SURVEY OF INDIA,7000,22-May-18,Andhra Pradesh,Draft,,33259
671,FP/AP/MRL/5/2018,33259,NA,"Ippakonda Block, Srikakulam and Visakhapatnam Districts, Andhra Pradesh",Mining,GEOLOGICAL SURVEY OF INDIA,3180,22-May-18,Andhra Pradesh,Draft,,33259
670,FP/AP/MRL/4/2018,33259,NA,Yenubaruva block,Mining,GEOLOGICAL SURVEY OF INDIA,64,22-May-18,Andhra Pradesh,Draft,,33259
545,FP/AP/MRL/5/2017,33259,NA,"Tapasikonda, Addatigala, Burugubanda, Etipalli, Marripalem, Eastern Ghat Mobile Belt",Mining,GEOLOGICAL SURVEY OF INDIA,8000,23-Oct-17,Andhra Pradesh,Draft,,33259
546,FP/AP/MRL/6/2017,33259,NA,"Manganese and Graphite mineralization around Kondamasuru and Ippakonda area,",Mining,GEOLOGICAL SURVEY OF INDIA,12800,23-Oct-17,Andhra Pradesh,Draft,,33259
544,FP/AP/MRL/4/2017,33259,NA,Janapalacheruvu area and adjacent areas,Mining,GEOLOGICAL SURVEY OF INDIA,4000,17-Oct-17,Andhra Pradesh,Draft,,33259
542,FP/AP/MRL/3/2017,33259,NA,Boyapalle-Kottapalle and Nadigadda blocks,Mining,GEOLOGICAL SURVEY OF INDIA,5000,17-Oct-17,Andhra Pradesh,Draft,,33259
513,FP/AP/MRL/2/2017,33259,NA,"Mallayakonda Block,Veligallu schist belt, Chittoor district, Andhra Pradesh.",Mining,GEOLOGICAL SURVEY OF INDIA,6431,10-Jul-17,Andhra Pradesh,Draft,,33259
422,FP/AP/MRL/17/2016,33259,NA,"Nandyal reserve forest and Sirvel reserve forest, Dist Kurnool",Mining,GEOLOGICAL SURVEY OF INDIA,35000,4-Jul-17,Andhra Pradesh,Draft,,33259
380,FP/AP/MRL/1/2016,31041,NA,"Proposal for Prospecting license of Iron Ore and Gold in favour of Geomysore Services India Pvt.Ltd.,Chittoor District, A.P.",Mining,GEOMYSORE SERVICES (INDIA) PVT. LTD.,900,8-Feb-17,Andhra Pradesh,Pending at DFO/DCF,,31041
355,FP/AP/MRL/3/2015,12695,NA,"Ambakapalle area, Proddutur Forest Division, Kadapa District, Andhra Pradesh",Mining,ATOMIC MINERALS DIRECTORATE FOR EXPLORATION AND RESEARCH BENGALURU,150,8-Dec-16,Andhra Pradesh,Draft,,12695
418,FP/AP/MRL/14/2016,33259,NA,Badvel Block (TS No 57N02),Mining,GEOLOGICAL SURVEY OF INDIA,35141,8-Sep-16,Andhra Pradesh,Draft,,33259
421,FP/AP/MRL/16/2016,33259,NA,Idupulapaya & Redlacheruvu Block,Mining,GEOLOGICAL SURVEY OF INDIA,32500,30-May-16,Andhra Pradesh,Draft,,33259
420,FP/AP/MRL/15/2016,33259,NA,Guntur Block,Mining,GEOLOGICAL SURVEY OF INDIA,8561,25-May-16,Andhra Pradesh,Draft,,33259
416,FP/AP/MRL/12/2016,33259,NA,"Giddalur Block<div style=""display:none"">quetiapin ritalin <a href=""http://markenavntablet.site/quetiapin-m?¶rke-navn.asp"">quetiapin und valdoxan</a> quetiapin wirkstoff</div>",Mining,GEOLOGICAL SURVEY OF INDIA,32565.68,23-May-16,Andhra Pradesh,Draft,,33259
414,FP/AP/MRL/11/2016,33259,NA,Ardavidu Block(T.S.No.57I/14),Mining,GEOLOGICAL SURVEY OF INDIA,56082,20-May-16,Andhra Pradesh,Draft,,33259
412,FP/AP/MRL/10/2016,33259,NA,"Markapur Reserve Forest, Prakasham, A.P",Mining,GEOLOGICAL SURVEY OF INDIA,63600,19-May-16,Andhra Pradesh,Draft,,33259
408,FP/AP/MRL/7/2016,33259,NA,Peddacheruvu Block (TS No. 57I/13),Mining,GEOLOGICAL SURVEY OF INDIA,70125,19-May-16,Andhra Pradesh,Draft,,33259
145,FP/AP/MRL/7/2014,1101,NA,Proposal for grant of Prospecting License for Limestone.,Mining,JAYPEE CEMENT CORPORATION LIMITED,198.34,18-May-16,Andhra Pradesh,Draft,,1101
405,FP/AP/MRL/6/2016,33259,NA,Nandyal Block,Mining,GEOLOGICAL SURVEY OF INDIA,41100,14-May-16,Andhra Pradesh,Draft,,33259
402,FP/AP/MRL/3/2016,33259,NA,Mydukuru Block and Badvel Block,Mining,GEOLOGICAL SURVEY OF INDIA,22300,13-May-16,Andhra Pradesh,Draft,,33259
404,FP/AP/MRL/5/2016,33259,NA,"Rajampet, Cuddapah district, Andhra pradesh<div style=""display:none"">quetiapin ritalin <a href=""http://markenavntablet.site/quetiapin-m?¶rke-navn.asp"">quetiapin und valdoxan</a> quetiapin wirkstoff</div>",Mining,GEOLOGICAL SURVEY OF INDIA,29100,13-May-16,Andhra Pradesh,Draft,,33259
403,FP/AP/MRL/4/2016,33259,NA,"Lankamalla Reserved forest, Cuddapah",Mining,GEOLOGICAL SURVEY OF INDIA,40200,13-May-16,Andhra Pradesh,Draft,,33259
400,FP/AP/MRL/2/2016,33145,NA,"SITAPURAM RESERVED FOREST, DISTRICT CUDDAPAH & NELLORE, ANDHRA PRADESH<div style=""display:none"">quetiapin ritalin <a href=""http://markenavntablet.site/quetiapin-m?¶rke-navn.asp"">quetiapin und valdoxan</a> quetiapin wirkstoff</div><div style=""display:none"">quetiapin ritalin <a href=""http://markenavntablet.site/quetiapin-m?¶rke-navn.asp"">quetiapin und valdoxan</a> quetiapin wirkstoff</div>",Mining,GEOLOGICAL SURVEY OF INDIA,49500,11-May-16,Andhra Pradesh,Draft,,33145
362,FP/AP/MRL/5/2015,18232,NA,"Ishwarmala block under Anantapur district, AP",Mining,GEOLOGICAL SURVEY OF INDIA,10000,16-Dec-15,Andhra Pradesh,Draft,,18232
361,FP/AP/MRL/4/2015,18232,NA,"Nandikotkur block in Kurnool District, AP",Mining,GEOLOGICAL SURVEY OF INDIA,15000,16-Dec-15,Andhra Pradesh,Draft,,18232
159,FP/AP/MRL/8/2014,2229,NA,"Ramagiri Iron Ore Prospecting Licence Block ,Anantapur District,Andhra Pradesh",Mining,NMDC LIMITED KALYANDURG,340,10-Dec-14,Andhra Pradesh,Pending with UA,,2229
790,FP/AR/MRL/2/2019,89324,NA,Rupa Dedza Dolomite,Mining,METIS STEEL PVT. LTD,0.15,23-Apr-19,Arunachal Pradesh,Pending at DFO/DCF,,89324
791,FP/AR/MRL/3/2019,80477,NA,Tarak Dolomite,Mining,TASSO ALLOYS PVT LTD,2.15,23-Apr-19,Arunachal Pradesh,Pending at DFO/DCF,,80477
734,FP/AR/MRL/3/2018,80477,NA,Bopi,Mining,TASSO ALLOYS PVT LTD,0.0022,21-Dec-18,Arunachal Pradesh,Draft,,80477
741,FP/AR/MRL/7/2018,80484,NA,Laa lamdak,Mining,SKAMORD MINING PRIVATE LIMITED,0.001011,26-Nov-18,Arunachal Pradesh,Draft,,80484
739,FP/AR/MRL/6/2018,80479,NA,Taliha,Mining,STHENOS CEMENT PRIVATE LIMITED,0.002022,16-Nov-18,Arunachal Pradesh,Draft,,80479
736,FP/AR/MRL/4/2018,80477,NA,Dodeserum,Mining,TASSO ALLOYS PVT LTD,0.002523,12-Nov-18,Arunachal Pradesh,Draft,,80477
698,FP/AR/MRL/1/2018,4937,NA,KHEREM AA/ONDSF/Kherem/2016,Mining,Hindustan Oil Exploration Company Ltd,200,2-Nov-18,Arunachal Pradesh,Draft,,4937
888,FP/AS/MRL/1/2020,102803,NA,Cachar PML Block,Mining,OIL AND NATURAL GAS CORPORATION LIMITED,7.75,22-Jun-20,Assam,Draft,,102803
707,FP/AS/MRL/1/2018,40455,NA,"Reconnoitory drilling in Hojai District, Assam",Mining,ATOMIC MINERALS DIRECTORATE FOR EXPLORATION AND RESEARCH NER SHILLONG,5.287,20-Mar-20,Assam,Under Examination,,40455
711,FP/AS/MRL/2/2018,78630,NA,"M/S MAK Brick Industry Mining Permit Area, Na-Pamua Gaon for Brick Earth Porbotia, Dist : Jorhat, Assam",Mining,MIDDLE ASSAM QUALITY AND MANUFACTURER (MAK),0.803,26-Sep-18,Assam,Draft,,78630
475,FP/AS/MRL/1/2017,40455,NA,"Reconnoitory drilling in Nagaon and Karbi Analong Districts, Assam",Mining,ATOMIC MINERALS DIRECTORATE FOR EXPLORATION AND RESEARCH NER SHILLONG,6.97,22-Dec-17,Assam,Draft,,40455
772,FP/BR/OTHERS/1/2019,83167,NA,Patalganga and Sapneri Magnetite Block,Mining,GEOLOGICAL SURVEY OF INDIA,150,10-Jan-19,Bihar,Under Examination,,83167
864,FP/CG/MRL/1/2020,9863,NA,SUKHJHAR BAUXITE BLOCK FOR PROSPECTING,Mining,CHHATTISGARH MINERAL DEVELOPMENT CORPORATION LIMITED,163.358,18-Jun-20,Chhattisgarh,Draft,,9863
83,FP/CG/MRL/13/2014,545,NA,DUMEDIH COAL BLOCK,Mining,REGIONAL DIRECTOR,1114.59,30-May-20,Chhattisgarh,Pending with UA,,545
894,FP/CG/MRL/6/2020,545,NA,Morga II Coal Block,Mining,REGIONAL DIRECTOR,2356,5-May-20,Chhattisgarh,Draft,,545
893,FP/CG/MRL/5/2020,545,NA,MORGA- I COAL BLOCK,Mining,REGIONAL DIRECTOR,1377,30-Apr-20,Chhattisgarh,Draft,,545
891,FP/CG/MRL/4/2020,545,NA,Batati Kolga Central Coal Block,Mining,REGIONAL DIRECTOR,1915,11-Apr-20,Chhattisgarh,Draft,,545
309,FP/CG/MRL/7/2015,545,NA,Elong Coal Block,Mining,REGIONAL DIRECTOR,1782,17-Mar-20,Chhattisgarh,Draft,,545
881,FP/CG/MRL/3/2020,545,NA,BATATI KOLGA EAST COAL BLOCK,Mining,REGIONAL DIRECTOR,1390,11-Mar-20,Chhattisgarh,Draft,,545
74,FP/CG/MRL/9/2014,545,NA,GITKUNWARI COAL BLOCK,Mining,REGIONAL DIRECTOR,1200.72,24-Jan-20,Chhattisgarh,Pending at DFO/DCF,,545
820,FP/CG/MRL/4/2019,9863,NA,Rupakhar Bauxite Block,Mining,CHHATTISGARH MINERAL DEVELOPMENT CORPORATION LIMITED,53,30-Dec-19,Chhattisgarh,Draft,,9863
73,FP/CG/MRL/8/2014,545,NA,GIRARI COAL BLOCK,Mining,REGIONAL DIRECTOR,1192.03,5-Dec-19,Chhattisgarh,Pending at DFO/DCF,,545
91,FP/CG/MRL/21/2014,545,NA,WEST OF BASIN PHATEHPUR-A COAL BLOCK,Mining,REGIONAL DIRECTOR,920.38,5-Dec-19,Chhattisgarh,Pending at DFO/DCF,,545
807,FP/CG/MRL/3/2019,29710,NA,Chhotedongar iron ore Area,Mining,JAYASWAL NECO INDUSTRIES LIMITED,156.51,7-Aug-19,Chhattisgarh,PENDING WITH-SG,,29710
821,FP/CG/MRL/5/2019,9863,NA,Kudaridih bauxite block,Mining,CHHATTISGARH MINERAL DEVELOPMENT CORPORATION LIMITED,91,5-Aug-19,Chhattisgarh,Draft,,9863
806,FP/CG/MRL/2/2019,9863,NA,Narmadapur Bauxite Block,Mining,CHHATTISGARH MINERAL DEVELOPMENT CORPORATION LIMITED,50,25-Jun-19,Chhattisgarh,Draft,,9863
771,FP/CG/MRL/1/2019,545,NA,Ongaon Potia Sec I & II Coal Block,Mining,REGIONAL DIRECTOR,3.12,23-Jan-19,Chhattisgarh,Draft,,545
77,FP/CG/MRL/12/2014,545,NA,CHIRRA SOUTH EAST COAL BLOCK,Mining,REGIONAL DIRECTOR,417.52,21-Jul-18,Chhattisgarh,Draft,,545
88,FP/CG/MRL/18/2014,545,NA,BASIN PHATEHPUR SOUTH EXTN. COAL BLOCK,Mining,REGIONAL DIRECTOR,181.2,20-Jul-18,Chhattisgarh,Draft,,545
654,FP/CG/MRL/1/2018,68138,NA,JSPL-Bailadila Iron Ore Project,Mining,JINDAL STEEL AND POWER LIMITED,1162,1-May-18,Chhattisgarh,Pending at HO,25-Sep-18,68138
507,FP/CG/MRL/2/2017,33077,NA,Baghmara Gold Block,Mining,VEDANTA LIMITED,414.415,9-Nov-17,Chhattisgarh,Pending at Nodal Officer,25-Sep-18,33077
487,FP/CG/MRL/1/2017,31411,NA,"PAKNI WEST-ANJANI-JAJAWAL BLOCK<div style=""display:none"">quetiapin ritalin <a href=""http://markenavntablet.site/quetiapin-m?¶rke-navn.asp"">quetiapin mod angst</a> quetiapin wirkstoff</div>",Mining,ATOMIC MINERALS DIRECTORATE DEPARTMENT OF ATOMIC ENERGY GOVERNMENT OF INDIA,1000,17-Jul-17,Chhattisgarh,Draft,,31411
465,FP/CG/MRL/10/2016,41950,NA,Gare Palma IV/4 Coal Mine,Mining,HINDALCO GP MINES,236.553,5-Jun-17,Chhattisgarh,Pending at DFO/DCF,,41950
464,FP/CG/MRL/9/2016,41950,NA,Gare Palma IV/5 Coal Mine,Mining,HINDALCO GP MINES,340.673,5-Jun-17,Chhattisgarh,Pending at DFO/DCF,,41950
386,FP/CG/MRL/5/2016,9515,8-46/2017-FC,Kente Extension Coal Block,Mining,Rajasthan Rajya Vidyut Utpadan NIgam Limited,1745.883,8-Feb-17,Chhattisgarh,IN-PRINCIPLE,7-Jul-17,9515
453,FP/CG/MRL/8/2016,39229,FC-III-CH-36-2018-NGP,Kerwa Coal Block,Mining,KERWA COAL LIMITED,1017.363,18-Oct-16,Chhattisgarh,Pending at DFO/DCF,3-Dec-18,39229
426,FP/CG/MRL/7/2016,545,NA,Sursa Coal Block,Mining,REGIONAL DIRECTOR,471,16-Sep-16,Chhattisgarh,Draft,,545
295,FP/CG/MRL/6/2015,545,NA,Chirra South Central Coal Block,Mining,REGIONAL DIRECTOR,678,26-Aug-16,Chhattisgarh,Draft,,545
318,FP/CG/MRL/9/2015,545,NA,Barpali-Karmitikra Coal Block,Mining,REGIONAL DIRECTOR,388,25-Aug-16,Chhattisgarh,Draft,,545
311,FP/CG/MRL/8/2015,545,NA,Karkoma Coal Block,Mining,REGIONAL DIRECTOR,426,23-Aug-16,Chhattisgarh,Draft,,545
341,FP/CG/MRL/10/2015,14027,NA,"SR-ONN-2005/1 block awarded by Government of India in the NELP-VII bidding round<div style=""display:none"">quetiapin ritalin <a href=""http://markenavntablet.site/quetiapin-m?¶rke-navn.asp"">markenavntablet.site</a> quetiapin wirkstoff</div>",Mining,DEEP INDUSTRIES LIMITED,1.6,30-Oct-15,Chhattisgarh,Draft,,14027
66,FP/CG/MRL/4/2014,545,NA,KOTIYA COAL BLOCK,Mining,REGIONAL DIRECTOR,675,17-Apr-15,Chhattisgarh,Pending at DFO/DCF,,545
69,FP/CG/MRL/5/2014,545,NA,JHIGADORE COAL BLOCK,Mining,REGIONAL DIRECTOR,1727,17-Apr-15,Chhattisgarh,Pending at DFO/DCF,,545
70,FP/CG/MRL/6/2014,545,NA,BAGRA COAL BLOCK,Mining,REGIONAL DIRECTOR,916,17-Apr-15,Chhattisgarh,Pending at DFO/DCF,,545
86,FP/CG/MRL/16/2014,545,NA,MAHAN SOUTH COAL BLOCK,Mining,REGIONAL DIRECTOR,1724,17-Apr-15,Chhattisgarh,Pending at DFO/DCF,,545
72,FP/CG/MRL/7/2014,545,NA,PELMA EXTN. COAL BLOCK,Mining,REGIONAL DIRECTOR,460,16-Apr-15,Chhattisgarh,Pending at DFO/DCF,,545
94,FP/CG/MRL/24/2014,545,NA,NAGDHARNA COAL BLOCK,Mining,REGIONAL DIRECTOR,1657,16-Apr-15,Chhattisgarh,Pending with UA,,545
75,FP/CG/MRL/10/2014,545,NA,BUNDELI COAL BLOCK,Mining,REGIONAL DIRECTOR,739.453,16-Apr-15,Chhattisgarh,Draft,,545
84,FP/CG/MRL/14/2014,545,NA,BHELMI COAL BLOCK,Mining,REGIONAL DIRECTOR,1214,16-Apr-15,Chhattisgarh,Pending at DFO/DCF,,545
85,FP/CG/MRL/15/2014,545,NA,MAHAN NORTH COAL BLOCK,Mining,REGIONAL DIRECTOR,2028,16-Apr-15,Chhattisgarh,Pending at DFO/DCF,,545
87,FP/CG/MRL/17/2014,545,NA,"KUSUMGHAT COAL BLOCK<div style=""display:none"">quetiapin ritalin <a href=""http://markenavntablet.site/quetiapin-m?¶rke-navn.asp"">quetiapin und valdoxan</a> quetiapin wirkstoff</div>",Mining,REGIONAL DIRECTOR,182,16-Apr-15,Chhattisgarh,Pending at DFO/DCF,,545
100,FP/CG/MRL/29/2014,545,NA,LABJI PUSLA COAL BLOCK,Mining,REGIONAL DIRECTOR,5966,16-Apr-15,Chhattisgarh,Pending at DFO/DCF,,545
92,FP/CG/MRL/22/2014,545,NA,WEST OF BASIN PHATEHPUR-C COAL BLOCK,Mining,REGIONAL DIRECTOR,1130,15-Apr-15,Chhattisgarh,Pending with UA,,545
93,FP/CG/MRL/23/2014,545,NA,TATAPANI COAL BLOCK,Mining,REGIONAL DIRECTOR,3016,15-Apr-15,Chhattisgarh,Pending at DFO/DCF,,545
95,FP/CG/MRL/25/2014,545,NA,PUSULDA COAL BLOCK,Mining,REGIONAL DIRECTOR,302,15-Apr-15,Chhattisgarh,Pending at DFO/DCF,,545
96,FP/CG/MRL/26/2014,545,NA,DUBA NORTH COAL BLOCK,Mining,REGIONAL DIRECTOR,349,15-Apr-15,Chhattisgarh,Pending at DFO/DCF,,545
97,FP/CG/MRL/27/2014,545,NA,DUBA DIP SIDE COAL BLOCK,Mining,REGIONAL DIRECTOR,296,15-Apr-15,Chhattisgarh,Pending at DFO/DCF,,545
76,FP/CG/MRL/11/2014,545,NA,BEHRATOLI COAL BLOCK,Mining,REGIONAL DIRECTOR,1029,15-Apr-15,Chhattisgarh,Pending at DFO/DCF,,545
98,FP/CG/MRL/28/2014,545,NA,"AMARTIPUR EXTN. COAL BLOCK<div style=""display:none"">quetiapin ritalin <a href=""http://markenavntablet.site/quetiapin-m?¶rke-navn.asp"">markenavntablet.site</a> quetiapin wirkstoff</div>",Mining,REGIONAL DIRECTOR,276,15-Apr-15,Chhattisgarh,Pending at DFO/DCF,,545
102,FP/CG/MRL/30/2014,545,NA,NAGAR COAL BLOCK,Mining,REGIONAL DIRECTOR,1469,4-Feb-15,Chhattisgarh,Pending at DFO/DCF,,545
23,FP/CG/MRL/2/2014,577,NA,"Coal block, Saidu, Hasdo-Arand Coalfield.",Mining,Regional Head,672,31-Dec-14,Chhattisgarh,Draft,,577
110,FP/CG/MRL/33/2014,545,NA,REONTI WESTERN SECTOR COAL BLOCK,Mining,REGIONAL DIRECTOR,245,24-Oct-14,Chhattisgarh,Pending at DFO/DCF,,545
106,FP/CG/MRL/32/2014,1298,NA,Pharsabahar PL Gold Prospect,Mining,GEOMYSORE SERVICES INDIA PVT LTD,650.345,22-Oct-14,Chhattisgarh,Draft,,1298
90,FP/CG/MRL/20/2014,545,NA,REONTI EASTERN SECTOR COAL BLOCK,Mining,REGIONAL DIRECTOR,310,10-Oct-14,Chhattisgarh,Pending at DFO/DCF,,545
898,FP/GJ/PROS/1/2020,110863,NA,"Preliminary exploration for lateritic bauxite in and around Julrai and Junagiya areas, Kachchh District, Gujarat (G3)",Mining,GEOLOGICAL SURVEY OF INDIA GUJARAT,1000,22-Jun-20,Gujarat,Under Examination,,110863
899,FP/GJ/PROS/2/2020,110863,NA,Mineral Investigation in Manka- Nakhal,Mining,GEOLOGICAL SURVEY OF INDIA GUJARAT,200,17-Jun-20,Gujarat,Under Examination,,110863
371,FP/GJ/MRL/1/2016,7674,NA,Khodada-Khambaliya,Mining,GEOLOGICAL SURVEY OF INDIA,200,16-Feb-16,Gujarat,Draft,,7674
543,FP/HP/MRL/2/2017,59380,NA,River bed mining in Siul River Distt. Chamba,Mining,MINING OFFICER DISTRICT CHAMBA,13.2521,29-Jun-19,Himachal Pradesh,Pending with UA,5-Feb-19,59380
626,FP/HP/MRL/1/2018,10822,8B/HP/05/88/2018/FC,Kangra-Mandi PEL Block,Mining,OIL AND NATURAL GAS CORPORATION LIMITED,1.1603,17-Jun-19,Himachal Pradesh,IN-PRINCIPLE,13-Dec-18,10822
553,FP/HP/MRL/4/2017,59380,NA,River Bed Mining in Salandri Khad (Stream) at Mohal Janna Distt. Chamba H.P.,Mining,MINING OFFICER DISTRICT CHAMBA,1.052,26-Jun-18,Himachal Pradesh,Pending with UA,4-Feb-19,59380
552,FP/HP/MRL/3/2017,59380,NA,"River Bed Mining in Siul River, Mohal Danoon District Chamba H.P.",Mining,MINING OFFICER DISTRICT CHAMBA,16.1898,26-Jun-18,Himachal Pradesh,Pending with UA,5-Feb-19,59380
425,FP/HP/MRL/3/2016,35867,NA,Chowari,Mining,TOURISM AND CIVIL AVIATION,0.2,6-Jun-16,Himachal Pradesh,Draft,,35867
398,FP/HP/MRL/1/2016,30861,NA,Salooni,Mining,TOURISM AND CIVIL AVIATION DEPARTMENT,0.17,5-May-16,Himachal Pradesh,Draft,,30861
212,FP/HP/MRL/1/2015,5947,NA,Gram Panchayat Ghar at Punthal Block Kullu.,Mining,DISTRICT PANCHAYAT OFFICE KULLU,0.0162,21-Mar-15,Himachal Pradesh,Draft,,5947
