id,Proposal_no,user_id,Moef_file_no,Proposal_Name,category,user_agency_name,area_applied,date_from_ua_to_nodal,State_Name,proposal_status,date_of_recomm,user_id1
810,FP/JH/OTHERS/5/2019,94043,NA,Bokna,Mining,MINERAL EXPLORATION CORPORATION LIMITED,300,10-Jun-20,Jharkhand,Pending at DFO/DCF,,94043
868,FP/JH/MRL/1/2020,107005,NA,CHANPI GRAPHITE BLOCK,Mining,DIRECTORATE OF GEOLOGY GOVT OF JHARKHAND,77.946,19-May-20,Jharkhand,Draft,,107005
778,FP/JH/MRL/3/2019,84027,NA,Ghatkuri Iron ore Mines of Sri Nirmal Kumar Pradeep Kumar,Mining,MS NIRMAL KUMAR PRADEEP KUMAR,1.8177,3-Mar-20,Jharkhand,Pending at DFO/DCF,,84027
812,FP/JH/OTHERS/7/2019,94043,NA,Madua Pat-I,Mining,MINERAL EXPLORATION CORPORATION LIMITED,150,19-Feb-20,Jharkhand,Under Examination,,94043
48,FP/JH/MRL/10/2014,753,NA,ASHOKA KARKATTA PH-II COAL BLOCK,Mining,CMPDI REGIONAL INSTITUTE III,2602,11-Feb-20,Jharkhand,Pending with UA,,753
817,FP/JH/MRL/10/2019,93949,NA,SC/MN/03/2018-19,Mining,DIRECTORATE OF GEOLOGY GOVT OF JHARKHAND,63.7,10-Feb-20,Jharkhand,Pending at DFO/DCF,,93949
702,FP/JH/MRL/8/2018,54793,NA,KARKE-CHUNDI,Mining,"ATOMIC MINERALS DIRECTORATE FOR EXPLORATION AND RESEARCH,EASTERN REGION,JAMSHEDPUR",700,27-Jan-20,Jharkhand,Pending at Nodal Officer,,54793
839,FP/JH/MRL/13/2019,93949,NA,SC/MN/04/2018-19,Mining,DIRECTORATE OF GEOLOGY GOVT OF JHARKHAND,263.8,6-Jan-20,Jharkhand,Draft,,93949
811,FP/JH/MRL/6/2019,93949,NA,2020KOLHAN_NKPK_NOAMUNDI,Mining,DIRECTORATE OF GEOLOGY GOVT OF JHARKHAND,51.686,11-Dec-19,Jharkhand,PENDING WITH-SG,,93949
809,FP/JH/MRL/4/2019,93949,NA,2020KOLHAN_PKJ_THAKURANI,Mining,DIRECTORATE OF GEOLOGY GOVT OF JHARKHAND,70.94,11-Dec-19,Jharkhand,Pending at CF/CCF,,93949
814,FP/JH/MRL/9/2019,58218,NA,Dumri Coal Block,Mining,HINDALCO INDUSTIRES LTD DUMRI COAL MINE,163.64,20-Nov-19,Jharkhand,Pending with UA,,58218
667,FP/JH/OTHERS/7/2018,58218,NA,DUMRI COAL BLOCK,Mining,HINDALCO INDUSTIRES LTD DUMRI COAL MINE,0.97,20-Nov-19,Jharkhand,Pending at Nodal Officer,,58218
813,FP/JH/OTHERS/8/2019,94043,NA,Garh Pat,Mining,MINERAL EXPLORATION CORPORATION LIMITED,342,4-Nov-19,Jharkhand,Pending with UA,,94043
766,FP/JH/MRL/10/2018,82926,NA,Ajitaburu iron & mn mine,Mining,DEVKABAI VELJI,14.774,25-Sep-19,Jharkhand,Pending at DFO/DCF,,82926
577,FP/JH/MRL/1/2018,58218,NA,Dumri Coal Mine,Mining,HINDALCO INDUSTIRES LTD DUMRI COAL MINE,163.64,6-Sep-19,Jharkhand,Draft,,58218
819,FP/JH/MRL/11/2019,9864,NA,Duarguiburu Mining Lease,Mining,Steel Authority of India Limited (SAIL),1036.092,31-Aug-19,Jharkhand,Draft,,9864
776,FP/JH/MRL/2/2019,5816,NA,GHATKURI IRON ORE MINES OF M/sRUNGTA MINES LIMITED,Mining,RUNGTA MINES LTD,2.365,17-Aug-19,Jharkhand,Pending with UA,,5816
666,FP/JH/MRL/6/2018,49404,NA,BARAIBURU TATIBA IRON AND MANGANESE MINES,Mining,THE RAMESHWARA JUTE MILLS LIMITED,185.89,29-Jul-19,Jharkhand,Pending with UA,,49404
497,FP/JH/MRL/1/2017,50170,NA,"KALYANPUR-BADALPARA COAL BLOCK, BRAHMANI COALFIELD (RAJMAHAL GROUP OF COALFIELDS) DISTT. DUMKA, JHARKHAND, INDIA",Mining,KALYANPUR BADALPARA,367.04,9-May-19,Jharkhand,Draft,,50170
353,FP/JH/MRL/18/2015,15780,FP/JH/MRL/18/2015,PACHWARA SOUTH COAL BLOCK,Mining,NEYVELI UTTAR PRADESH POWER LIMITED,387.889,8-Feb-19,Jharkhand,IN-PRINCIPLE,,15780
433,FP/JH/MRL/7/2016,15780,NA,PACHWARA SOUTH COAL BLOCK,Mining,NEYVELI UTTAR PRADESH POWER LIMITED,387.889,7-Jan-19,Jharkhand,Draft,,15780
723,FP/JH/MRL/9/2018,79210,NA,Development of Saharpur-Jamarpani Coal Block,Mining,UP RAJYA VIDYUT UTPADAN NIGAM LIMITED,96.13,7-Jan-19,Jharkhand,Draft,,79210
105,FP/JH/MRL/17/2014,1311,8-54/2016-FC,Sasangda NE Block,Mining,JHARKHAND NATIONAL MINERAL DEVELOPMENT CORPORATION LIMITED,115.46,11-Sep-18,Jharkhand,Pending with UA,1-Jul-16,1311
661,FP/JH/OTHERS/4/2018,69206,NA,"Baraiburu Block, West Singhbhum",Mining,GEOLOGICAL SURVEY OF INDIA,500,28-Jul-18,Jharkhand,Draft,,69206
523,FP/JH/MRL/8/2017,54793,NA,KANTALDIH,Mining,"ATOMIC MINERALS DIRECTORATE FOR EXPLORATION AND RESEARCH,EASTERN REGION,JAMSHEDPUR",0,7-Jan-18,Jharkhand,Pending at DFO/DCF,,54793
531,FP/JH/MRL/10/2017,54793,NA,GOBARGHUSI BLOCK,Mining,"ATOMIC MINERALS DIRECTORATE FOR EXPLORATION AND RESEARCH,EASTERN REGION,JAMSHEDPUR",0,14-Nov-17,Jharkhand,Draft,,54793
554,FP/JH/MRL/13/2017,58218,NA,DUMRI COAL BLOCK,Mining,HINDALCO INDUSTIRES LTD DUMRI COAL MINE,158.64,2-Nov-17,Jharkhand,Draft,,58218
539,FP/JH/MRL/12/2017,58218,NA,Dumri Coal Block District - Hazaribag,Mining,HINDALCO INDUSTIRES LTD DUMRI COAL MINE,163.64,6-Oct-17,Jharkhand,Draft,,58218
512,FP/JH/MRL/6/2017,51002,NA,Pahardia Gold Deposit,Mining,MAITHAN ISPAT LTD,14.202,26-Sep-17,Jharkhand,Pending with UA,,51002
499,FP/JH/MRL/2/2017,8900,NA,KANTALDIH-PHARENGA BLOCK,Mining,"ATOMIC MINERALS DIRECTORATE FOR EXPLORATION AND RESEARCH,EASTERN REGION,JAMSHEDPUR",1000,27-Jul-17,Jharkhand,Draft,,8900
519,FP/JH/MRL/7/2017,8900,NA,Gobargusi area,Mining,"ATOMIC MINERALS DIRECTORATE FOR EXPLORATION AND RESEARCH,EASTERN REGION,JAMSHEDPUR",5,10-Jul-17,Jharkhand,Draft,,8900
385,FP/JH/MRL/1/2016,753,NA,DHADHU EAST COAL BLOCK,Mining,CMPDI REGIONAL INSTITUTE III,2064.85,22-May-17,Jharkhand,Pending with UA,,753
430,FP/JH/MRL/6/2016,36711,NA,HARIHERPUR-LEM- BICHA (BLOCK 2),Mining,BURNPUR CEMENT LIMITED,209.0376,4-May-17,Jharkhand,Pending with UA,,36711
429,FP/JH/MRL/5/2016,36711,NA,HARIHERPUR-LEM-BICHA (BLOCK-1),Mining,BURNPUR CEMENT LIMITED,92.36,4-May-17,Jharkhand,Pending with UA,,36711
455,FP/JH/MRL/8/2016,753,NA,DEONAD-III COAL BLOCK,Mining,CMPDI REGIONAL INSTITUTE III,2106.58,10-Mar-17,Jharkhand,Pending with UA,,753
423,FP/JH/MRL/2/2016,31122,NA,NOAMUNDI IRON MINE,Mining,TATA STEEL LIMITED NOAMUNDI,383.37,1-Jul-16,Jharkhand,Draft,,31122
302,FP/JH/MRL/10/2015,721,NA,Brahmani North Coal Block,Mining,CENTRAL MINE PLANNING AND DESIGN INSTITUTE LIMITED,335,3-Sep-15,Jharkhand,Draft,,721
304,FP/JH/MRL/11/2015,721,NA,Kalyanpur Badalpara Coal Block,Mining,CENTRAL MINE PLANNING AND DESIGN INSTITUTE LIMITED,357,3-Sep-15,Jharkhand,Draft,,721
315,FP/JH/MRL/16/2015,8945,NA,GHATKURI RESERVED FOREST,Mining,MINES AND GEOLOGY,705,26-Aug-15,Jharkhand,Draft,,8945
314,FP/JH/MRL/15/2015,8945,NA,GHATKURI RESERVED FOREST,Mining,MINES AND GEOLOGY,762,26-Aug-15,Jharkhand,Draft,,8945
313,FP/JH/MRL/14/2015,8945,NA,GHATKURI RESERVED FOREST,Mining,MINES AND GEOLOGY,811,26-Aug-15,Jharkhand,Draft,,8945
312,FP/JH/MRL/13/2015,8945,NA,GHATKURI RESERVED FOREST,Mining,MINES AND GEOLOGY,600,26-Aug-15,Jharkhand,Draft,,8945
306,FP/JH/MRL/12/2015,8945,NA,HATUJOLA.GHATKURI RESERVE FOREST,Mining,MINES AND GEOLOGY,160,13-Aug-15,Jharkhand,Draft,,8945
294,FP/JH/MRL/8/2015,753,NA,PUNDI SE COAL BLOCK,Mining,CMPDI REGIONAL INSTITUTE III,68.18,25-Jul-15,Jharkhand,Draft,,753
292,FP/JH/MRL/6/2015,753,NA,RAJBAR A COAL BLOCK,Mining,CMPDI REGIONAL INSTITUTE III,106.61,23-Jul-15,Jharkhand,Draft,,753
293,FP/JH/MRL/7/2015,753,NA,RAJBAR C PART COAL BLOCK,Mining,CMPDI REGIONAL INSTITUTE III,709.38,23-Jul-15,Jharkhand,Draft,,753
290,FP/JH/MRL/4/2015,753,NA,CHALKARI EXTN. COAL BLOCK,Mining,CMPDI REGIONAL INSTITUTE III,700,21-Jul-15,Jharkhand,Draft,,753
291,FP/JH/MRL/5/2015,753,NA,CHALKARI EXTN. COAL BLOCK,Mining,CMPDI REGIONAL INSTITUTE III,70,21-Jul-15,Jharkhand,Draft,,753
288,FP/JH/MRL/3/2015,8945,NA,KARAMPADA RF,Mining,MINES AND GEOLOGY,1140.901,10-Jul-15,Jharkhand,Draft,,8945
63,FP/JH/MRL/15/2014,753,NA,WEST OF ASHOK COAL BLOCK,Mining,CMPDI REGIONAL INSTITUTE III,114,24-Sep-14,Jharkhand,Pending with UA,,753
50,FP/JH/MRL/11/2014,753,NA,LOIYO (SECT. B & C) COAL BLOCK,Mining,CMPDI REGIONAL INSTITUTE III,95,15-Sep-14,Jharkhand,Pending with UA,,753
47,FP/JH/MRL/9/2014,753,NA,GONDA COAL BLOCK,Mining,CMPDI REGIONAL INSTITUTE III,596,15-Sep-14,Jharkhand,Pending with UA,,753
38,FP/JH/MRL/5/2014,753,NA,REVISED RAMGARH BLOCK II COAL BLOCK,Mining,CMPDI REGIONAL INSTITUTE III,395,9-Sep-14,Jharkhand,Pending at DFO/DCF,,753
39,FP/JH/MRL/6/2014,753,NA,RAUTPARA-B COAL BLOCK,Mining,CMPDI REGIONAL INSTITUTE III,330,6-Sep-14,Jharkhand,Pending with UA,,753
36,FP/JH/MRL/4/2014,753,NA,Rautpara-A Coal Block,Mining,CMPDI REGIONAL INSTITUTE III,276,6-Sep-14,Jharkhand,Pending with UA,,753
40,FP/JH/MRL/7/2014,753,NA,JEEWANDHARA COAL BLOCK,Mining,CMPDI REGIONAL INSTITUTE III,140,6-Sep-14,Jharkhand,Pending with UA,,753
41,FP/JH/MRL/8/2014,753,NA,GOSE/GOSE EAST COAL BLOCK,Mining,CMPDI REGIONAL INSTITUTE III,130,6-Sep-14,Jharkhand,Pending with UA,,753
33,FP/JH/MRL/3/2014,753,NA,PATRATU A/B/C COAL BLOCK,Mining,CMPDI REGIONAL INSTITUTE III,800,1-Sep-14,Jharkhand,Pending with UA,,753
902,FP/KA/MRL/10/2020,53708,NA,Prospecting in K Brahmananda (ML No.1626),Mining,"BUSINESS DEVELOPMENT, MINERAL EXPLORATION CORPORATION LIMITED",56,25-Jun-20,Karnataka,Under Examination,,53708
901,FP/KA/MRL/9/2020,53708,NA,"Prospecting Block 03 (Amalagamation of ML No.2564,2604,2339,2320 and additional area)",Mining,"BUSINESS DEVELOPMENT, MINERAL EXPLORATION CORPORATION LIMITED",140,25-Jun-20,Karnataka,Under Examination,,53708
900,FP/KA/MRL/8/2020,108384,NA,"PROSPECTING FOR IRON ORE AND MANGANESE ORE IN M/S JANTHAKAL ENTERPRISES (ML NO.993) OVER AN EXTENT OF 80.93 HA IN NIRTHADI RESERVE FOREST, HOLALKERE RANGE, CHITRADURGA DIST, KARNATAKA BY KIOCL LIMITED",Mining,KIOCL LIMITED,80.93,22-Jun-20,Karnataka,Under Examination,,108384
883,FP/KA/MRL/6/2020,53708,NA,"Block 07 (Part of ML No.2556 & 2630 and additional area), Lakkihalli State Forest, Hosdurga taluk, Chitradurga",Mining,"BUSINESS DEVELOPMENT, MINERAL EXPLORATION CORPORATION LIMITED",112,21-Jun-20,Karnataka,Under Examination,,53708
876,FP/KA/MRL/4/2020,108384,NA,"Prospecting for Iron Ore and Manganese Ore in M/s KASHIMURTHY SHETTY AND SONS (ML No.1177 & Additional area) over an extent of 64.75 ha of forest land in NIRTHADI RESERVE FOREST, HOLALKERE RANGE, CHITRADURGA DIST., KARNATAKA by KIOCL Limited, Bengaluru.",Mining,KIOCL LIMITED,64.75,21-Jun-20,Karnataka,Pending at DFO/DCF,,108384
887,FP/KA/MRL/7/2020,108384,NA,"Prospecting for Iron Ore in Block-1: M/s KMMI & Others (ML No.1799, 1806, 2544 & 699 and Additional Area) over an extent of 180 ha in Hospet Reserve Forest, Hospet Taluk, Bellary Dist., Karnataka by KIOCL Limited",Mining,KIOCL LIMITED,180,10-Jun-20,Karnataka,Pending at DFO/DCF,,108384
882,FP/KA/MRL/5/2020,108384,NA,"‚ÄúIron Ore Prospecting in MINERAL BLOCK 02 GG BROTHERS (ML 2522 AND ADDITIONAL AREA) TO THE EXTENT OF 100 HA in Hospet Reserve Forest, Hospet Taluk, Bellary Dist., Karnataka by KIOCL Limited‚Äù",Mining,KIOCL LIMITED,100,10-Jun-20,Karnataka,Pending at DFO/DCF,,108384
874,FP/KA/MRL/3/2020,108384,NA,"Proposal for prospecting of minerals (exploration) over an extent of 141.36 ha of forest land in Mineral Block -06 (ML No.80,2469,1082 & Additional area) IN BALLARI RESERVE FOREST OF SANDUR TALUK, BELLARY DIST., KARNATAKA by KIOCL Limited, Bengaluru",Mining,KIOCL LIMITED,141.36,10-Jun-20,Karnataka,Pending at DFO/DCF,,108384
870,FP/KA/MRL/2/2020,108384,NA,"Prospecting for Iron Ore in MINERAL BLOCK 4- extent of 40 ha (ML No.2483 and Additional Area) in DONIMALAI RESERVE FOREST, SANDUR TALUK, BELLARY DIST., Karnataka by KIOCL Limited.",Mining,KIOCL LIMITED,40,10-Jun-20,Karnataka,Pending at DFO/DCF,,108384
867,FP/KA/MRL/1/2020,53708,NA,"Ettinahatti Block, Ettinahatti Range, Sandur Taluk, Bellary",Mining,"BUSINESS DEVELOPMENT, MINERAL EXPLORATION CORPORATION LIMITED",160,23-May-20,Karnataka,Pending at DFO/DCF,,53708
862,FP/KA/MRL/5/2019,53708,NA,M/s Shanthipriya Minerals Pvt Ltd(ML-2540),Mining,"BUSINESS DEVELOPMENT, MINERAL EXPLORATION CORPORATION LIMITED",80.97,13-Mar-20,Karnataka,Pending at Nodal Officer,,53708
818,FP/KA/MRL/4/2019,58808,NA,"Preliminary exploration for gold in Ajjanahalli Block -I, Tumkur District, Karnataka",Mining,GEOLOGICAL SURVEY OF INDIA,0.0002,13-Dec-19,Karnataka,Draft,,58808
773,FP/KA/MRL/1/2019,83117,NA,Prospecting for Manganes Ore in M.L.NO.1822 MANGANESE & MANGANESE DIOXIDE MINES,Mining,GANGAMMA,84.983,30-Mar-19,Karnataka,Draft,,83117
777,FP/KA/MRL/3/2019,630,NA,Keshavapur Iron & Manganese ore Mine,Mining,Kasi Murthy Setty And Sons,64.7,17-Jan-19,Karnataka,Draft,,630
677,FP/KA/OTHERS/4/2018,52863,NA,Sharavathy Pumped Storage project,Mining,Karnataka Power Corporation Ltd.,877.507,19-Nov-18,Karnataka,PENDING WITH-SG,,52863
644,FP/KA/MRL/3/2018,53708,NA,"Notified area CI 16 MMM 2003, Donimalai Range,Sandur,Bellary",Mining,"BUSINESS DEVELOPMENT, MINERAL EXPLORATION CORPORATION LIMITED",75.22,2-Nov-18,Karnataka,PENDING WITH-SG,,53708
586,FP/KA/MRL/1/2018,53708,NA,"Notified area CI 16 MMM 2003 Sl.No. 4 (Part A),Kumarswamy Range,Sandur",Mining,"BUSINESS DEVELOPMENT, MINERAL EXPLORATION CORPORATION LIMITED",142.15,29-Oct-18,Karnataka,PENDING WITH-SG,,53708
555,FP/KA/MRL/8/2017,58808,F(C)A/11.6/377/KAR/MISC/Prospecting/231,Karajgi forest block Gold,Mining,GEOLOGICAL SURVEY OF INDIA,48.2,13-Mar-18,Karnataka,IN-PRINCIPLE,5-Mar-19,58808
549,FP/KA/MRL/7/2017,58808,No.F(C)A/11.6/383/KAR/MISC/Prospecting,"Preliminary exploration for gold in Salagudda block (part of TS No.48N/6), Byadgi taluk, Haveri district, Karnataka.",Mining,GEOLOGICAL SURVEY OF INDIA,23.96,13-Mar-18,Karnataka,IN-PRINCIPLE,23-Mar-19,58808
557,FP/KA/MRL/9/2017,53708,8-37/2018-FC,"Mining Lease no-2010,NEB Range,Sandur",Mining,"BUSINESS DEVELOPMENT, MINERAL EXPLORATION CORPORATION LIMITED",325.74,26-Dec-17,Karnataka,APPROVED,23-Apr-18,53708
547,FP/KA/MRL/6/2017,58808,No.F(C)A/11.6/379/KAR/MISC/PROSPECTING/308,Paramanahalli Central and North Blocks,Mining,GEOLOGICAL SURVEY OF INDIA,108.59,23-Dec-17,Karnataka,IN-PRINCIPLE,23-Mar-19,58808
537,FP/KA/MRL/5/2017,58808,8-16/2018-FC,"Preliminary exploration for iron ore resource in 6B /CI 16 MMM 2003 of Ramanadurga Hill range, Bellary district, Karnataka. (G3)",Mining,GEOLOGICAL SURVEY OF INDIA,116.52,23-Nov-17,Karnataka,Closed,19-Mar-18,58808
536,FP/KA/MRL/4/2017,58808,8-17/2018-FC,"Preliminary exploration for iron ore resource in blocks 13/1 (North) of Ramanadurga Hill range Bellary district, Karnataka. (G3)",Mining,GEOLOGICAL SURVEY OF INDIA,123.09,23-Nov-17,Karnataka,APPROVED,19-Mar-18,58808
535,FP/KA/MRL/3/2017,58808,8-19/2018-FC,"Preliminary exploration for iron ore resource in blocks 13/1 (South)of Ramanadurga hill range Bellary district, Karnataka (G-3 stage)",Mining,GEOLOGICAL SURVEY OF INDIA,66.91,23-Nov-17,Karnataka,APPROVED,19-Mar-18,58808
534,FP/KA/MRL/2/2017,58808,8-18/2018-FC,"Preliminary exploration for iron ore resource in blocks 6A/CI 16 MMM 2003 of Ramanadurga hill range Bellary district, Karnataka (G-3 stage)",Mining,GEOLOGICAL SURVEY OF INDIA,131.08,23-Nov-17,Karnataka,IN-PRINCIPLE,19-Mar-18,58808
514,FP/KA/MRL/1/2017,53708,NA,Sri M. Dasharatharami Reddy Mine M.L. no. 2560,Mining,"BUSINESS DEVELOPMENT, MINERAL EXPLORATION CORPORATION LIMITED",0.716,17-Aug-17,Karnataka,Draft,,53708
358,FP/KA/MRL/2/2015,18117,NA,"Shiradighat,Hassan & Dakshina kannada District, Karnataka",Mining,CHIEF ENGINEER NATIONAL HIGHWAYS BANGALORE GOVERNMENT OF KARNATAKA,110,6-Jan-16,Karnataka,Pending at RO,5-May-16,18117
338,FP/KA/MRL/1/2015,13866,NA,"Shiradi Ghat, Hassan & Dakshin Kannada District, Karnataka",Mining,GEOCONSULT INDIA PVTLTD,110,30-Oct-15,Karnataka,Draft,,13866
828,FP/KL/MRL/1/2019,96753,NA,BABA GEO-INFOTECH,Mining,BABA GEO INFOTECH,3,26-Oct-19,Kerala,Draft,,96753
896,FP/MP/MRL/1/2020,111625,NA,Prospecting Licence of Marble In Village Malhan,Mining,HERCULES MINING & MINERALS PVT. LDT.,20,1-Jun-20,Madhya Pradesh,Under Examination,,111625
218,FP/MP/MRL/8/2015,1578,NA,DHIRAULI COAL BLOCK,Mining,CENTRAL MINE PLANNING AND DESIGN INSTITUTE LIMITED,1250,16-May-20,Madhya Pradesh,Draft,,1578
583,FP/MP/MRL/4/2018,545,NA,West of Shahdol Coal Block,Mining,REGIONAL DIRECTOR,1005,28-Feb-20,Madhya Pradesh,Pending at DFO/DCF,,545
853,FP/MP/OTHERS/10/2019,102182,NA,Dudhi Major Irrigation Project,Mining,AE RABLS CANAN DIVISION NARSINGHPUR,0.4,25-Feb-20,Madhya Pradesh,Pending at DFO/DCF,,102182
78,FP/MP/MRL/8/2014,545,NA,ARJUNI EAST COAL BLOCK,Mining,REGIONAL DIRECTOR,1046,15-Feb-20,Madhya Pradesh,Pending at DFO/DCF,,545
855,FP/MP/MRL/12/2019,44247,NA,Survey and core drilling permission for Gond Major Irrigation Project.,Mining,EEWRD SINGRAULI,2.516,17-Dec-19,Madhya Pradesh,Pending with UA,,44247
842,FP/MP/MRL/9/2019,99501,NA,"Prospecting of Marble- M/s Singh Associates, Katni",Mining,SINGH ASSOCIATES,5.63,22-Oct-19,Madhya Pradesh,Pending at Nodal Officer,,99501
840,FP/MP/MRL/7/2019,98975,NA,Semarwar Granite Mine,Mining,RUBAM MARBLE & GRANITE,38,18-Oct-19,Madhya Pradesh,Draft,,98975
827,FP/MP/MRL/6/2019,95507,NA,Semarwar Granite Mine,Mining,SUNSHINE STONE,39,18-Oct-19,Madhya Pradesh,Draft,,95507
841,FP/MP/MRL/8/2019,98967,NA,Semarwar Granite Marble,Mining,MOON LIGHT MARBLE & GRANITE,35,18-Oct-19,Madhya Pradesh,Draft,,98967
502,FP/MP/MRL/15/2017,52286,NA,Chapra Marble Mine,Mining,A W AND SONS,17.39,16-Oct-19,Madhya Pradesh,Draft,,52286
710,FP/MP/MRL/69/2018,7577,NA,Mohan Colliery R&D,Mining,WESTERN COALFIELDS LIMITED,0.1,17-Sep-19,Madhya Pradesh,Pending at DFO/DCF,,7577
726,FP/MP/MRL/77/2018,79376,NA,Chilpha Granite Mine,Mining,KRISHNA MINE AND MINERALS,27,18-Jul-19,Madhya Pradesh,Pending at Nodal Officer,,79376
699,FP/MP/OTHERS/67/2018,55330,NA,"Preliminary exploration of gold mineralization in Sonkurwa block and Byodhihar-Bagadha block, District Singrauli, Madhya Pradesh (G3)",Mining,GEOLOGICAL SURVEY OF INDIA,69.7,4-Jun-19,Madhya Pradesh,Draft,,55330
783,FP/MP/MRL/3/2019,55330,NA,base metal exploration (Lead-zinc_copper),Mining,GEOLOGICAL SURVEY OF INDIA,22,16-May-19,Madhya Pradesh,Draft,,55330
780,FP/MP/OTHERS/1/2019,82972,NA,Soil Bearing Capacity and Soil Property test in Buxwaha Village,Mining,EE PHED SAGAR,2.7,2-Apr-19,Madhya Pradesh,Draft,,82972
781,FP/MP/INFRA/2/2019,66258,NA,"Reserve Forest Block 519, 521, 570, 545, 678, 704, 45",Mining,NHAI PIU KATNI,0.0052,25-Mar-19,Madhya Pradesh,Draft,,66258
759,FP/MP/MRL/82/2018,82207,NA,BIJHATOLA GRANITE,Mining,EXCLUSIVE NATURAL STONES LLP,17.6,20-Mar-19,Madhya Pradesh,Draft,,82207
760,FP/MP/MRL/83/2018,82176,NA,PADARIYA GRANITE,Mining,SB STONES PVT LTD JAIPUR,42,20-Mar-19,Madhya Pradesh,Draft,,82176
717,FP/MP/MRL/72/2018,77347,NA,Bamhani,Mining,DG MULTISTONES LLP,8.22,5-Jan-19,Madhya Pradesh,Pending with UA,,77347
756,FP/MP/INFRA/81/2018,79847,NA,"DPR for development of economic corridor, inter corridor and feeder routes to improve the efficiency of freight movement in India under Bharatmala Pariyojna (in MP state).",Mining,NHAI BHOPAL,0.25,24-Dec-18,Madhya Pradesh,Draft,,79847
529,FP/MP/MRL/27/2017,56629,8-73/2018-FC,Nohata-Damoh-Jabera PML,Mining,HGS FB ONGC DEHRADUN,21978,19-Nov-18,Madhya Pradesh,IN-PRINCIPLE,19-Nov-18,56629
618,FP/MP/MRL/32/2018,66734,NA,anuppur mine,Mining,EURO PRATIK ISPAT PRIVATE LIMITED,45.85,16-Nov-18,Madhya Pradesh,Pending at Nodal Officer,,66734
